8-Jul-13,VICO,641,PT Victoria Investama Tbk.,Finance
28-Sep-15,VINS,642,PT Victoria Insurance Tbk.,Finance
21-Nov-11,VIVA,643,PT Visi Media Asia Tbk,"Trade, Service, and Investment"
20-Dec-90,VOKS,644,Voksel Electric Tbk,Miscellaneous Industry
25-Jun-08,VRNA,645,Verena Multi Finance Tbk,Finance
22-Jun-01,WAPO,646,Wahana Pronatural Tbk,"Trade, Service, and Investment"
30-Nov-17,WEGE,647,PT Wijaya Karya Bangunan Gedung Tbk.,"Property, Real Estate, and Building Construction"
31-May-07,WEHA,648,PT WEHA Transportasi Indonesia Tbk,"Infrastructure, Utilities, and Transportation"
8-Aug-94,WICO,649,Wicaksana Overseas International Tbk,"Trade, Service, and Investment"
18-Dec-12,WIIM,650,Wismilak Inti Makmur Tbk,Consumer Goods industry
29-Oct-07,WIKA,651,Wijaya Karya Tbk,"Property, Real Estate, and Building Construction"
29-Nov-10,WINS,652,Wintermar Offshore Marine Tbk,"Infrastructure, Utilities, and Transportation"
13-Dec-04,WOMF,653,PT Wahana Ottomitra Multiartha Tbk,Finance
21-Jun-17,WOOD,654,PT Integra Indocabinet Tbk,Consumer Goods industry
8-Nov-19,WOWS,655,PT Ginting Jaya Energi Tbk,Mining
20-Sep-16,WSBP,656,PT Waskita Beton Precast Tbk.,Basic Industry and Chemicals
19-Dec-12,WSKT,657,PT Waskita Karya (Persero) Tbk,"Property, Real Estate, and Building Construction"
8-Apr-14,WTON,658,Wijaya Karya Beton,Basic Industry and Chemicals
29-Oct-18,YELO,659,PT Yelooo Integra Datanet Tbk.,"Trade, Service, and Investment"
5-Mar-08,YPAS,660,Yanaprima Hastapersada Tbk,Basic Industry and Chemicals
10-Dec-04,YULE,661,Yulie Sekuritas Indonesia Tbk,Finance
1-Aug-91,ZBRA,662,Zebra Nusantara Tbk,"Trade, Service, and Investment"
16-Oct-17,ZINC,663,PT Kapuas Prima Coal Tbk,Mining
12-Dec-18,ZONE,664,PT Mega Perintis Tbk.,Miscellaneous Industry
